age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
2, Private,7, Some-college,10, Never-married, Other-service, Other-relative, White, Female,0,0,14, United-States, <=50K
4, State-gov,4, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,9, United-States, <=50K
24, Private,7, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, Black, Female,1,0,19, United-States, <=50K
8, Private,12, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,19, ?, <=50K
11, Local-gov,5, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,19, United-States, <=50K
23, ?,3, Prof-school,15, Married-spouse-absent, ?, Unmarried, Asian-Pac-Islander, Female,0,0,19, Vietnam, <=50K
16, Private,8, 5th-6th,3, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,19, Mexico, <=50K
2, Private,10, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,19, United-States, <=50K
17, Private,7, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,17, United-States, >50K
9, Local-gov,5, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,19, United-States, <=50K
14, Private,0, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,23,19, United-States, <=50K
17, Private,4, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,27,30, United-States, >50K
30, Private,5, Bachelors,13, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,14, United-States, <=50K
23, Private,8, 7th-8th,4, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,19, United-States, <=50K
8, Private,5, HS-grad,9, Never-married, Sales, Unmarried, Black, Female,0,0,12, United-States, <=50K
4, Private,1, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,19, United-States, <=50K
13, Private,3, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,19, United-States, <=50K
27, Private,11, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
19, Private,10, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,27, United-States, >50K
10, Private,8, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, United-States, <=50K
17, Private,3, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,22, United-States, <=50K
30, Private,3, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
32, Self-emp-not-inc,9, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,9, United-States, <=50K
0, Private,7, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
17, Private,8, 5th-6th,3, Married-spouse-absent, Farming-fishing, Unmarried, White, Male,0,0,17, Mexico, <=50K
30, Self-emp-not-inc,0, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,33, United-States, <=50K
8, Private,5, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, <=50K
17, Private,8, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,19, Haiti, >50K
15, Private,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,3,0,19, United-States, >50K
35, ?,5, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,19, United-States, <=50K
11, Private,5, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,19, United-States, <=50K
18, Private,3, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,2,0,22, United-States, >50K
5, Private,4, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,14, United-States, <=50K
20, Local-gov,5, Some-college,10, Divorced, Transport-moving, Unmarried, White, Male,0,0,19, United-States, <=50K
0, Private,2, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,3, United-States, <=50K
16, Local-gov,2, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,0,0,32, United-States, <=50K
1, Private,9, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,9, United-States, <=50K
27, Private,3, 1st-4th,2, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,19, Dominican-Republic, <=50K
5, Private,4, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,17, United-States, <=50K
13, Local-gov,11, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, Canada, >50K
8, Private,5, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,19, United-States, <=50K
10, Private,1, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,17, United-States, <=50K
12, Private,5, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,22, United-States, >50K
23, Private,4, 12th,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,19, United-States, <=50K
16, Private,5, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,19, Peru, <=50K
8, Private,3, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,18, El-Salvador, <=50K
4, Private,4, Masters,14, Never-married, Prof-specialty, Own-child, White, Female,0,0,17, United-States, <=50K
9, Private,12, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
15, Private,6, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,24, United-States, <=50K
1, Private,9, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,9, United-States, <=50K
2, Private,6, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,4, United-States, <=50K
13, State-gov,6, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,4,0,19, United-States, >50K
21, Self-emp-not-inc,11, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,49,0,17, United-States, >50K
32, Local-gov,6, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,17, United-States, <=50K
13, Local-gov,4, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,21, United-States, <=50K
36, Self-emp-not-inc,4, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,27,5, United-States, >50K
3, Private,5, 10th,6, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,14, United-States, <=50K
8, Self-emp-inc,6, HS-grad,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,19, Germany, <=50K
13, Private,6, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
8, Private,3, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,19, United-States, <=50K
14, Private,8, 11th,7, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,32, United-States, <=50K
6, Private,6, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,24, United-States, <=50K
28, State-gov,6, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,17, United-States, >50K
29, Local-gov,3, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,17, United-States, <=50K
2, Private,0, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,12, United-States, <=50K
23, Private,2, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,19, United-States, >50K
13, Private,6, 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,32, United-States, <=50K
3, State-gov,5, 12th,8, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,24, United-States, >50K
26, Self-emp-not-inc,3, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
6, Private,7, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,2,0,20, United-States, >50K
1, Private,2, Some-college,10, Separated, Sales, Unmarried, White, Female,0,0,12, United-States, <=50K
13, Private,10, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,14, United-States, <=50K
6, Private,6, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,19, United-States, <=50K
6, Private,4, HS-grad,9, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,9, United-States, <=50K
23, Self-emp-not-inc,2, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, <=50K
19, Private,11, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,19, United-States, <=50K
7, Private,0, Some-college,10, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,19, United-States, <=50K
2, Private,10, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,19, United-States, <=50K
7, Private,3, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,24, United-States, <=50K
18, Private,18, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,19, United-States, <=50K
8, Private,6, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
6, State-gov,8, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, Black, Female,0,0,3, United-States, <=50K
26, ?,1, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States, <=50K
19, Private,2, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,19, United-States, <=50K
23, Private,3, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, United-States, <=50K
5, Local-gov,1, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,19, United-States, <=50K
17, Local-gov,8, HS-grad,9, Separated, Other-service, Not-in-family, White, Male,0,0,19, United-States, <=50K
1, ?,3, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,13, United-States, <=50K
13, Private,5, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,19, United-States, <=50K
13, Private,5, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,19, United-States, <=50K
21, Private,3, Bachelors,13, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,19, Vietnam, <=50K
8, ?,4, 11th,7, Never-married, ?, Unmarried, White, Male,0,0,19, United-States, <=50K
4, Private,11, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,21, United-States, >50K
8, Private,4, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,17, United-States, <=50K
4, Private,19, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,3,0,22, United-States, >50K
30, Private,5, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,19, United-States, <=50K
16, Self-emp-not-inc,6, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,18,19, United-States, <=50K
21, Self-emp-not-inc,5, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
13, Self-emp-not-inc,4, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,24, United-States, <=50K
20, Local-gov,7, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,2,0,22, United-States, <=50K
21, State-gov,4, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,19, United-States, <=50K
23, Private,10, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,19, United-States, <=50K
23, Private,5, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,19, United-States, >50K
6, Private,5, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,26, United-States, <=50K
23, State-gov,7, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,19, United-States, <=50K
0, Private,3, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,9, United-States, <=50K
8, Private,12, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,19, United-States, <=50K
19, Private,6, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,9, United-States, <=50K
7, Private,6, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,19, United-States, <=50K
21, Self-emp-inc,8, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3,0,24, United-States, >50K
30, Private,4, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,18, United-States, >50K
21, Private,0, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,2,0,21, United-States, <=50K
35, Private,3, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,11, United-States, <=50K
12, Private,3, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,4,0,22, United-States, >50K
41, Private,5, Masters,14, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,19, South, <=50K
30, Private,17, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,22, United-States, >50K
4, Private,8, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,19, United-States, <=50K
8, Private,2, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,19, United-States, <=50K
13, Self-emp-not-inc,5, Bachelors,13, Married-civ-spouse, Sales, Husband, Other, Male,0,0,22, ?, <=50K
0, Private,1, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,0,0,19, United-States, <=50K
6, Private,8, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, >50K
32, Private,8, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,19, United-States, <=50K
10, Self-emp-not-inc,6, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,27, France, <=50K
10, Private,7, 12th,8, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,19, Mexico, <=50K
1, Private,0, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,9, United-States, <=50K
17, State-gov,3, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,19, United-States, <=50K
4, Private,6, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,7, United-States, <=50K
4, Private,34, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,22, United-States, <=50K
23, Local-gov,6, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,1,0,19, United-States, <=50K
9, Private,6, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,1,0,30, United-States, <=50K
18, Private,9, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,14, United-States, >50K
14, Private,8, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,5,0,24, United-States, >50K
18, Local-gov,3, Assoc-acdm,12, Divorced, Protective-serv, Not-in-family, White, Female,0,0,28, United-States, >50K
18, Self-emp-not-inc,18, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,19, Mexico, <=50K
14, Private,2, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,21, United-States, <=50K
13, Private,24, 9th,5, Divorced, Adm-clerical, Unmarried, White, Female,0,0,19, United-States, <=50K
8, Private,2, 1st-4th,2, Never-married, Other-service, Not-in-family, White, Male,0,0,9, El-Salvador, <=50K
19, Private,0, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Female,0,0,12, Germany, <=50K
20, Private,3, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, United-States, <=50K
8, Private,7, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,49,0,19, United-States, >50K
13, Local-gov,6, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,3,0,17, United-States, >50K
6, Private,10, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,22, United-States, <=50K
17, Private,5, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,24, United-States, <=50K
18, Self-emp-not-inc,8, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, United-States, >50K
9, Private,12, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Male,0,0,30, United-States, <=50K
11, Private,6, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,22,22, United-States, >50K
15, Private,7, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,12,19, Germany, <=50K
13, Private,6, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,19, United-States, <=50K
27, Private,9, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,1,0,19, United-States, >50K
41, Private,3, 7th-8th,4, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,17, Dominican-Republic, <=50K
4, Private,5, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
15, Private,5, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,19, United-States, <=50K
2, Private,4, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male,0,0,19, United-States, <=50K
11, Private,11, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Male,0,0,19, United-States, >50K
3, Private,13, Some-college,10, Never-married, Sales, Unmarried, White, Female,0,0,15, United-States, <=50K
13, Private,0, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,19, United-States, <=50K
30, Private,0, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,19, United-States, >50K
34, ?,7, 9th,5, Married-civ-spouse, ?, Husband, White, Male,0,0,7, United-States, <=50K
17, Private,8, Some-college,10, Separated, Other-service, Unmarried, Black, Female,0,0,10, Haiti, <=50K
21, Federal-gov,3, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,19, United-States, >50K
28, Private,1, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
13, Local-gov,6, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, <=50K
15, Private,5, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,2,0,21, United-States, <=50K
5, Private,9, Some-college,10, Separated, Adm-clerical, Other-relative, Black, Female,0,0,19, Jamaica, <=50K
19, Self-emp-inc,4, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, ?, >50K
8, Private,1, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, United-States, <=50K
21, ?,5, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,17, United-States, <=50K
13, Self-emp-not-inc,9, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,1,0,19, United-States, <=50K
4, Private,6, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,32, United-States, <=50K
23, Private,3, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,17, Jamaica, <=50K
26, Private,8, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
12, Private,2, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,24, United-States, <=50K
19, State-gov,2, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, India, <=50K
13, Private,3, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,23, United-States, >50K
10, Local-gov,4, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
15, Private,2, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,27, United-States, <=50K
20, Self-emp-inc,5, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
21, Private,0, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,22, United-States, >50K
23, Private,2, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,3,0,27, ?, >50K
18, Private,23, Some-college,10, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,19, United-States, <=50K
13, Private,5, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States, >50K
15, Private,4, Some-college,10, Divorced, Craft-repair, Unmarried, Black, Female,0,0,14, United-States, <=50K
0, Private,1, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,2, United-States, <=50K
0, Private,5, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,18, United-States, <=50K
8, Self-emp-inc,5, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,12, United-States, <=50K
33, Private,1, HS-grad,9, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,24, England, <=50K
28, Private,10, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,24, United-States, <=50K
8, Local-gov,11, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,19, United-States, <=50K
22, Private,0, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,24, United-States, <=50K
4, Private,16, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
7, Private,0, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,49, Philippines, <=50K
18, Local-gov,2, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,19, United-States, >50K
5, Private,10, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,19, United-States, <=50K
19, Private,5, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States, >50K
2, Private,7, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,19, United-States, <=50K
34, Private,7, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,19, United-States, <=50K
15, Self-emp-not-inc,3, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,22, United-States, >50K
23, Federal-gov,9, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, United-States, <=50K
11, Private,11, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,24, United-States, >50K
13, Local-gov,8, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,22, Canada, >50K
0, Self-emp-inc,4, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,1, United-States, <=50K
5, Private,1, Assoc-voc,11, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States, >50K
12, Local-gov,5, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,19, Puerto-Rico, <=50K
31, Private,0, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,19, United-States, >50K
14, Local-gov,2, Some-college,10, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,19, United-States, <=50K
10, Private,5, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, Iran, >50K
23, Local-gov,3, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,19, United-States, >50K
32, State-gov,6, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, Columbia, >50K
22, Self-emp-inc,6, Some-college,10, Divorced, Protective-serv, Not-in-family, White, Male,0,0,19, United-States, <=50K
0, Private,12, 10th,6, Never-married, Transport-moving, Not-in-family, White, Male,0,0,28, United-States, <=50K
34, Private,0, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,49, United-States, <=50K
19, Private,5, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,19, United-States, <=50K
29, Self-emp-not-inc,4, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,24, United-States, <=50K
8, Private,6, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,19, United-States, <=50K
8, Private,3, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,19, United-States, <=50K
26, State-gov,1, Doctorate,16, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,1,0,19, China, <=50K
8, Private,6, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,19, Mexico, >50K
13, Private,8, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,13, United-States, <=50K
26, Private,7, 1st-4th,2, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,14, Cuba, <=50K
4, Private,8, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,14, United-States, <=50K
2, Private,9, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,17, Mexico, <=50K
19, Self-emp-inc,8, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
5, Private,12, 12th,8, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Male,0,0,19, Mexico, <=50K
15, Private,5, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,13, United-States, <=50K
4, Private,1, Some-college,10, Separated, Sales, Own-child, White, Female,0,0,19, United-States, <=50K
17, Self-emp-not-inc,10, Some-college,10, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,14, United-States, <=50K
8, Self-emp-not-inc,6, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,17,30, United-States, >50K
28, Private,7, 10th,6, Widowed, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,19, Philippines, <=50K
0, Private,3, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,17, ?, <=50K
7, Private,3, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,15, United-States, <=50K
0, Private,9, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,7, United-States, <=50K
24, Private,4, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,19, United-States, >50K
3, Private,6, 5th-6th,3, Never-married, Priv-house-serv, Other-relative, White, Female,0,0,19, El-Salvador, <=50K
31, Private,2, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,19, United-States, <=50K
10, Private,6, Masters,14, Married-civ-spouse, Sales, Wife, White, Female,0,0,22, United-States, >50K
15, Local-gov,7, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,17, United-States, <=50K
30, Self-emp-not-inc,2, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, England, >50K
12, Private,15, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,16,19, United-States, <=50K
17, Self-emp-not-inc,11, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,24, Philippines, <=50K
2, ?,4, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Female,0,18,19, Taiwan, <=50K
21, Self-emp-not-inc,4, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,19, United-States, <=50K
26, State-gov,4, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,19, United-States, <=50K
23, Federal-gov,5, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,19, United-States, <=50K
11, Private,6, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,19, United-States, <=50K
18, Private,1, Some-college,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,21,19, United-States, >50K
30, Private,3, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,19, ?, >50K
13, Private,7, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,21, United-States, >50K
